CBSA09,CBSA_T,TRACTS,Pop2000,Pop2010,NewAvePPCHG
15140.0,"""Brownsville, TN""",6,19790,18787,-5.41
15180.0,"""Brownsville-Harlingen, TX""",87,334884,406220,20.33
15220.0,"""Brownwood, TX""",12,37668,38106,0.62
15260.0,"""Brunswick, GA""",24,93025,112370,17.61
15340.0,"""Bucyrus, OH""",13,46907,43784,-6.42
15380.0,"""Buffalo-Niagara Falls, NY""",299,1170021,1135509,-2.71
15420.0,"""Burley, ID""",11,41567,43021,3.82
15460.0,"""Burlington, IA-IL""",14,50529,47656,-5.43
15500.0,"""Burlington, NC""",36,130759,151131,17.01
15540.0,"""Burlington-South Burlington, VT""",47,198902,211261,4.26
15580.0,"""Butte-Silver Bow, MT""",8,34629,34200,-1.2
15620.0,"""Cadillac, MI""",12,44948,47584,4.91
15660.0,"""Calhoun, GA""",9,44095,55186,26.49
15700.0,"""Cambridge, MD""",10,30669,32618,3.97
15740.0,"""Cambridge, OH""",10,40813,40087,-2.06
15780.0,"""Camden, AR""",8,34506,31488,-8.42
15820.0,"""Campbellsville, KY""",5,22887,24512,6.78
15860.0,"""Cañon City, CO""",14,46140,46824,111.8
15900.0,"""Canton, IL""",12,38244,37069,-3.32
15940.0,"""Canton-Massillon, OH""",93,406975,404422,-1.05
15980.0,"""Cape Coral-Fort Myers, FL""",167,440910,618754,493.18
16020.0,"""Cape Girardeau-Jackson, MO-IL""",23,90286,96275,3.82
16060.0,"""Carbondale, IL""",14,59610,60218,2.7
16100.0,"""Carlsbad-Artesia, NM""",12,51633,53829,4.0
16180.0,"""Carson City, NV""",14,52468,55274,4.88
16220.0,"""Casper, WY""",18,66541,75450,13.64
16260.0,"""Cedar City, UT""",8,33793,46163,40.38
16300.0,"""Cedar Rapids, IA""",57,237266,257940,6.53
16340.0,"""Cedartown, GA""",7,38102,41475,8.93
16380.0,"""Celina, OH""",9,40936,40814,-0.75
16420.0,"""Central City, KY""",9,31841,31499,-1.61
16460.0,"""Centralia, IL""",12,41678,39437,-5.34
16500.0,"""Centralia, WA""",20,68580,75455,9.94
16540.0,"""Chambersburg, PA""",27,129490,149618,15.03
16580.0,"""Champaign-Urbana, IL""",52,210299,231891,13.05
16620.0,"""Charleston, WV""",79,309652,304284,-2.63
16660.0,"""Charleston-Mattoon, IL""",15,64521,64921,0.7
16700.0,"""Charleston-North Charleston-Summerville, SC""",156,549020,664607,44.61
16740.0,"""Charlotte-Gastonia-Rock Hill, NC-SC""",428,1330579,1758038,131.6
16820.0,"""Charlottesville, VA""",44,174012,201559,17.14
16860.0,"""Chattanooga, TN-GA""",119,476605,528143,9.45
16900.0,"""Chester, SC""",11,34115,33140,-2.44
16940.0,"""Cheyenne, WY""",21,81613,91738,12.84
16980.0,"""Chicago-Joliet-Naperville, IL-IN-WI""",2215,9098960,9461105,4.85
17020.0,"""Chico, CA""",51,203125,220000,13.59
17060.0,"""Chillicothe, OH""",17,73395,78064,5.78
17140.0,"""Cincinnati-Middletown, OH-KY-IN""",501,2009659,2130151,5.93
17200.0,"""Claremont, NH""",10,40434,43742,9.16
17220.0,"""Clarksburg, WV""",28,92057,94196,2.31
17260.0,"""Clarksdale, MS""",7,30617,26151,-16.27
17300.0,"""Clarksville, TN-KY""",68,232092,273949,36.67
17340.0,"""Clearlake, CA""",15,58331,64665,10.56
17380.0,"""Cleveland, MS""",8,40619,34145,-16.4
17420.0,"""Cleveland, TN""",24,104012,115788,9.66
17460.0,"""Cleveland-Elyria-Mentor, OH""",638,2148018,2077240,-1.9
17500.0,"""Clewiston, FL""",7,36190,39140,9.34
17540.0,"""Clinton, IA""",12,50157,49116,-2.97
17580.0,"""Clovis, NM""",12,45050,48376,7.86
17620.0,"""Coamo, PR""",17,68715,71590,-0.51
17660.0,"""Coeur d'Alene, ID""",25,108681,138494,21.3
17700.0,"""Coffeyville, KS""",13,36267,35471,-3.23
17740.0,"""Coldwater, MI""",12,45781,45248,-1.95
17780.0,"""College Station-Bryan, TX""",52,184859,228660,44.39
17820.0,"""Colorado Springs, CO""",136,537479,645613,103.85
17860.0,"""Columbia, MO""",32,145677,172786,15.55
17900.0,"""Columbia, SC""",191,647219,767598,27.13
17940.0,"""Columbia, TN""",17,69544,80956,18.77
17980.0,"""Columbus, GA-AL""",78,281870,294865,3.4
18020.0,"""Columbus, IN""",15,71470,76794,7.26
18060.0,"""Columbus, MS""",14,61596,59779,-3.58
18100.0,"""Columbus, NE""",7,31574,32237,1.37
18140.0,"""Columbus, OH""",420,1612908,1836536,20.7
18180.0,"""Concord, NH""",36,136263,146445,8.01
18220.0,"""Connersville, IN""",7,25589,24277,-4.35
18260.0,"""Cookeville, TN""",26,93426,106042,11.68
18300.0,"""Coos Bay, OR""",14,62795,63043,0.72
18340.0,"""Corbin, KY""",8,35878,35637,-2.08
18380.0,"""Cordele, GA""",6,22016,23439,5.92
18420.0,"""Corinth, MS""",7,34519,37057,7.53
18460.0,"""Cornelia, GA""",8,35886,43041,20.49
18500.0,"""Corning, NY""",30,98699,98990,-0.29
18580.0,"""Corpus Christi, TX""",104,403246,428185,13.95
18620.0,"""Corsicana, TX""",10,45113,47735,7.3
18660.0,"""Cortland, NY""",12,48704,49336,1.76
18700.0,"""Corvallis, OR""",18,78143,85579,9.09
18740.0,"""Coshocton, OH""",10,36655,36901,0.09
18820.0,"""Crawfordsville, IN""",9,37634,38124,1.51
18860.0,"""Crescent City, CA""",8,27505,28610,8.47
18880.0,"""Crestview-Fort Walton Beach-Destin, FL""",43,170519,180822,8.1
18900.0,"""Crossville, TN""",14,46781,56053,21.15
18940.0,"""Crowley, LA""",12,58822,61773,5.52
18980.0,"""Cullman, AL""",18,77438,80406,4.37
19020.0,"""Culpeper, VA""",8,34264,46689,40.15
19060.0,"""Cumberland, MD-WV""",30,102002,103299,0.66
19100.0,"""Dallas-Fort Worth-Arlington, TX""",1314,5162013,6371773,949.64
19140.0,"""Dalton, GA""",26,120056,142227,18.31
19180.0,"""Danville, IL""",24,83929,81625,-2.9
19220.0,"""Danville, KY""",13,51013,53174,5.01
19260.0,"""Danville, VA""",32,110103,106561,-7.27
19300.0,"""Daphne-Fairhope-Foley, AL""",32,140416,182265,28.02
19340.0,"""Davenport-Moline-Rock Island, IA-IL""",104,376068,379690,1.11
19380.0,"""Dayton, OH""",221,848309,841502,-0.99
19460.0,"""Decatur, AL""",36,145901,153829,4.24
19500.0,"""Decatur, IL""",34,114690,110768,-4.3
19540.0,"""Decatur, IN""",7,33605,34387,2.32
19580.0,"""Defiance, OH""",9,39495,39037,-1.02
19620.0,"""Del Rio, TX""",10,44834,48879,-0.78
19660.0,"""Deltona-Daytona Beach-Ormond Beach, FL""",114,443387,494593,14.63
19700.0,"""Deming, NM""",6,24986,25095,0.66
19740.0,"""Denver-Aurora-Broomfield, CO""",621,2179470,2543482,627.44
19760.0,"""DeRidder, LA""",7,32948,35654,6.91
19780.0,"""Des Moines-West Des Moines, IA""",131,481396,569633,38.81
19820.0,"""Detroit-Warren-Livonia, MI""",1301,4452777,4296250,-1.57
19860.0,"""Dickinson, ND""",9,23522,24982,3.0
19900.0,"""Dillon, SC""",6,30737,32062,3.51
19940.0,"""Dixon, IL""",9,36062,36031,-0.85
19980.0,"""Dodge City, KS""",7,32448,33848,1.46
20020.0,"""Dothan, AL""",34,130823,145639,8.8
20060.0,"""Douglas, GA""",12,45032,50731,11.35
20100.0,"""Dover, DE""",33,126757,162310,25.84
20140.0,"""Dublin, GA""",16,53392,58414,10.07
20180.0,"""DuBois, PA""",20,83556,81642,-2.85
20220.0,"""Dubuque, IA""",26,89133,93653,5.11
20260.0,"""Duluth, MN-WI""",87,275567,279771,-0.27
20300.0,"""Dumas, TX""",4,20125,21904,8.14
20340.0,"""Duncan, OK""",11,43204,45048,3.73
20380.0,"""Dunn, NC""",27,90980,114678,27.7
20420.0,"""Durango, CO""",10,43957,51334,15.21
20460.0,"""Durant, OK""",11,36524,42416,11.43
20500.0,"""Durham-Chapel Hill, NC""",108,423846,504357,23.31
20540.0,"""Dyersburg, TN""",8,37286,38335,4.24
20580.0,"""Eagle Pass, TX""",9,47285,54258,12.11
20620.0,"""East Liverpool-Salem, OH""",24,112051,107841,-4.81
20660.0,"""Easton, MD""",11,33806,37782,13.84
20700.0,"""East Stroudsburg, PA""",33,138633,169842,24.67
20740.0,"""Eau Claire, WI""",31,148345,161151,9.24
20780.0,"""Edwards, CO""",16,49439,59507,16.93
20820.0,"""Effingham, IL""",8,34267,34242,0.0
20900.0,"""El Campo, TX""",11,41190,41280,-0.26
20940.0,"""El Centro, CA""",31,142334,174528,32.19
20980.0,"""El Dorado, AR""",10,45633,41639,-9.14
21020.0,"""Elizabeth City, NC""",15,53143,64094,19.98
21060.0,"""Elizabethtown, KY""",26,105982,119736,285.11
21120.0,"""Elk City, OK""",4,19807,22119,10.14
21140.0,"""Elkhart-Goshen, IN""",36,182788,197559,7.66
21220.0,"""Elko, NV""",15,46949,50805,7.17
21260.0,"""Ellensburg, WA""",8,33369,40915,23.36
21300.0,"""Elmira, NY""",22,91114,88830,-3.2
21340.0,"""El Paso, TX""",161,679560,800647,45.47
21380.0,"""Emporia, KS""",9,38964,36480,-6.15
21420.0,"""Enid, OK""",12,57811,60580,4.35
21460.0,"""Enterprise-Ozark, AL""",28,92762,100199,6.94
21500.0,"""Erie, PA""",72,280913,280566,-0.67
21540.0,"""Escanaba, MI""",13,38528,37069,-4.3
21580.0,"""Espanola, NM""",9,41172,40246,-2.11
21640.0,"""Eufaula, AL-GA""",10,31638,29970,-6.74
21660.0,"""Eugene-Springfield, OR""",87,323010,351715,9.16
21700.0,"""Eureka-Arcata-Fortuna, CA""",31,126509,134623,6.56
21740.0,"""Evanston, WY""",3,19740,21118,7.01
21780.0,"""Evansville, IN-KY""",89,342825,358676,1.97
21820.0,"""Fairbanks, AK""",19,82849,97581,15.51
21860.0,"""Fairmont, MN""",6,21804,20840,-5.21
21900.0,"""Fairmont, WV""",18,56605,56418,-0.5
21940.0,"""Fajardo, PR""",21,78526,70692,-9.87
21980.0,"""Fallon, NV""",7,23984,24877,-2.15
22020.0,"""Fargo, ND-MN""",46,174398,208777,16.83
22060.0,"""Faribault-Northfield, MN""",13,56663,64142,14.88
22100.0,"""Farmington, MO""",11,55643,65359,17.93
22140.0,"""Farmington, NM""",33,113812,130044,18.46
22180.0,"""Fayetteville, NC""",77,336684,366383,141.01
22220.0,"""Fayetteville-Springdale-Rogers, AR-MO""",89,347038,463204,53.35
22260.0,"""Fergus Falls, MN""",17,57083,57303,0.99
22280.0,"""Fernley, NV""",10,34503,51980,56.29
22300.0,"""Findlay, OH""",13,71293,74782,5.36
22340.0,"""Fitzgerald, GA""",7,27416,27172,1.05
22380.0,"""Flagstaff, AZ""",28,116321,134421,16.51
22420.0,"""Flint, MI""",131,436213,425790,-2.95
22500.0,"""Florence, SC""",49,193160,205566,7.7
22520.0,"""Florence-Muscle Shoals, AL""",36,142929,147137,2.41
22540.0,"""Fond du Lac, WI""",20,97284,101633,2.73
22580.0,"""Forest City, NC""",13,62921,67810,8.25
22620.0,"""Forrest City, AR""",6,29326,28258,-6.57
22660.0,"""Fort Collins-Loveland, CO""",73,251491,299630,28.06
22700.0,"""Fort Dodge, IA""",12,40230,38013,-6.48
22780.0,"""Fort Leonard Wood, MO""",9,41172,52274,24.1
22800.0,"""Fort Madison-Keokuk, IA-MO""",14,45481,43001,-5.78
22820.0,"""Fort Morgan, CO""",8,27172,28159,2.72
22840.0,"""Fort Payne, AL""",14,64433,71109,9.45
22860.0,"""Fort Polk South, LA""",12,52539,52334,-1.82
22900.0,"""Fort Smith, AR-OK""",61,273172,298592,8.57
22980.0,"""Fort Valley, GA""",6,23689,27695,17.02
23060.0,"""Fort Wayne, IN""",110,390094,416257,8.72
23140.0,"""Frankfort, IN""",8,33879,33224,-2.39
23180.0,"""Frankfort, KY""",16,66794,70706,4.3
23240.0,"""Fredericksburg, TX""",5,20806,24837,21.78
23300.0,"""Freeport, IL""",13,48995,47711,-2.47
23340.0,"""Fremont, NE""",9,36150,36691,1.62
23380.0,"""Fremont, OH""",15,61797,60944,-1.58
23420.0,"""Fresno, CA""",199,798753,930450,46.81
23460.0,"""Gadsden, AL""",30,103451,104430,-1.12
23500.0,"""Gaffney, SC""",13,52532,55342,4.02
23540.0,"""Gainesville, FL""",61,232392,264275,14.12
23580.0,"""Gainesville, GA""",36,139631,179684,41.49
23620.0,"""Gainesville, TX""",8,36366,38437,4.6
23660.0,"""Galesburg, IL""",21,74578,70626,-5.13
23700.0,"""Gallup, NM""",17,74796,71492,-5.1
23780.0,"""Garden City, KS""",12,40517,36776,-9.56
23820.0,"""Gardnerville Ranchos, NV""",17,41245,46997,14.19
23860.0,"""Georgetown, SC""",15,55822,60158,9.76
23900.0,"""Gettysburg, PA""",23,91205,101407,12.38
23940.0,"""Gillette, WY""",7,33705,46133,36.62
23980.0,"""Glasgow, KY""",13,48067,52272,9.04
24020.0,"""Glens Falls, NY""",36,124290,128923,2.98
24100.0,"""Gloversville, NY""",15,55045,55531,0.45
24140.0,"""Goldsboro, NC""",26,113440,122623,6.49
24180.0,"""Granbury, TX""",12,47900,59672,23.9
24220.0,"""Grand Forks, ND-MN""",28,97489,98461,0.53
24260.0,"""Grand Island, NE""",19,68327,72726,5.67
24300.0,"""Grand Junction, CO""",29,116939,146723,24.33
24340.0,"""Grand Rapids-Wyoming, MI""",163,740593,774160,4.34
24380.0,"""Grants, NM""",7,25588,27213,3.85
24420.0,"""Grants Pass, OR""",16,75728,82713,7.46
24460.0,"""Great Bend, KS""",8,28200,27674,-1.62
24500.0,"""Great Falls, MT""",22,80359,81327,0.3
24540.0,"""Greeley, CO""",77,180760,252825,1257.28
24580.0,"""Green Bay, WI""",70,282493,306241,6.35
24620.0,"""Greeneville, TN""",15,62905,68831,10.95
24660.0,"""Greensboro-High Point, NC""",168,643363,723801,15.46
24700.0,"""Greensburg, IN""",6,24555,25740,4.36
24740.0,"""Greenville, MS""",19,63039,51137,-19.88
24780.0,"""Greenville, NC""",36,152704,189510,25.65
24820.0,"""Greenville, OH""",12,53312,52959,-1.27
24860.0,"""Greenville-Mauldin-Easley, SC""",156,559798,636986,13.36
24900.0,"""Greenwood, MS""",10,48702,42914,-14.24
24940.0,"""Greenwood, SC""",14,66307,69661,5.25
24980.0,"""Grenada, MS""",5,23273,21906,-7.55
25020.0,"""Guayama, PR""",20,83568,84214,0.49
25060.0,"""Gulfport-Biloxi, MS""",57,246114,248820,-1.62
25100.0,"""Guymon, OK""",5,20108,20640,-0.12
25180.0,"""Hagerstown-Martinsburg, MD-WV""",50,222741,269140,18.35
25220.0,"""Hammond, LA""",20,100480,121097,18.73
25260.0,"""Hanford-Corcoran, CA""",27,129469,152982,22.0
25300.0,"""Hannibal, MO""",11,37899,38948,2.69
25340.0,"""Harriman, TN""",11,51920,54181,4.03
25380.0,"""Harrisburg, IL""",9,26754,24913,-6.64
25420.0,"""Harrisburg-Carlisle, PA""",124,509029,549475,7.27
25460.0,"""Harrison, AR""",9,42545,45233,5.65
25500.0,"""Harrisonburg, VA""",30,108216,125228,18.51
25540.0,"""Hartford-West Hartford-East Hartford, CT""",290,1148665,1212381,6.53
25580.0,"""Hastings, NE""",11,38186,37906,-2.1
25620.0,"""Hattiesburg, MS""",28,123925,142842,12.83
25660.0,"""Havre, MT""",6,16673,16096,-3.02
25700.0,"""Hays, KS""",6,27506,28452,3.44
25720.0,"""Heber, UT""",4,15206,23530,52.1
25740.0,"""Helena, MT""",17,65750,74801,14.75
25760.0,"""Helena-West Helena, AR""",6,26438,21757,-21.03
25780.0,"""Henderson, NC""",10,42955,45422,3.54
25820.0,"""Hereford, TX""",4,18565,19372,4.26
25860.0,"""Hickory-Lenoir-Morganton, NC""",73,341849,365497,7.01
25900.0,"""Hilo, HI""",50,148641,185079,24.1
25940.0,"""Hilton Head Island-Beaufort, SC""",46,141602,187010,93.59
25980.0,"""Hinesville-Fort Stewart, GA""",18,71934,77917,7.77
26020.0,"""Hobbs, NM""",18,55529,64727,17.99
26100.0,"""Holland-Grand Haven, MI""",54,238410,263801,11.85
26140.0,"""Homosassa Springs, FL""",28,118103,141236,21.17
26180.0,"""Honolulu, HI""",244,876177,953207,813.47
26220.0,"""Hood River, OR""",4,20407,22346,9.04
26260.0,"""Hope, AR""",8,33532,31606,-6.35
26300.0,"""Hot Springs, AR""",20,88131,96024,6.56
26340.0,"""Houghton, MI""",15,38313,38784,0.76
26380.0,"""Houma-Bayou Cane-Thibodaux, LA""",46,194517,208178,6.47
26420.0,"""Houston-Sugar Land-Baytown, TX""",1076,4715716,5946800,146.35
26460.0,"""Hudson, NY""",21,63074,63096,1.58
26480.0,"""Humboldt, TN""",14,48081,49683,3.49
26500.0,"""Huntingdon, PA""",12,45606,45913,1.16
26540.0,"""Huntington, IN""",9,38081,37124,-2.78
26580.0,"""Huntington-Ashland, WV-KY-OH""",78,288662,287702,-0.86
26620.0,"""Huntsville, AL""",89,342661,417593,19.32
26660.0,"""Huntsville, TX""",10,61763,67861,10.68
26700.0,"""Huron, SD""",6,17027,17398,1.4
26740.0,"""Hutchinson, KS""",17,64797,64511,-0.84
26780.0,"""Hutchinson, MN""",7,34916,36651,4.57
26820.0,"""Idaho Falls, ID""",25,101664,130374,31.15
26860.0,"""Indiana, PA""",23,89573,88880,-1.38
26900.0,"""Indianapolis-Carmel, IN""",360,1525125,1756241,13.07
26940.0,"""Indianola, MS""",7,34382,29450,-14.35
26980.0,"""Iowa City, IA""",29,131662,152586,12.96
27020.0,"""Iron Mountain, MI-WI""",9,32548,30591,-6.63
27060.0,"""Ithaca, NY""",23,96488,101564,6.4
27100.0,"""Jackson, MI""",38,158426,160248,1.72
27140.0,"""Jackson, MS""",123,497268,539057,10.21
27180.0,"""Jackson, TN""",30,107445,115425,4.81
27220.0,"""Jackson, WY-ID""",5,24261,31464,24.82
27260.0,"""Jacksonville, FL""",262,1122835,1345596,25.93
27300.0,"""Jacksonville, IL""",12,42164,40902,-2.41
27340.0,"""Jacksonville, NC""",32,150410,177772,16.59
27380.0,"""Jacksonville, TX""",12,46712,50845,8.48
27420.0,"""Jamestown, ND""",6,21912,21100,-2.22
27460.0,"""Jamestown-Dunkirk-Fredonia, NY""",36,139703,134905,-3.17
27500.0,"""Janesville, WI""",38,152313,160331,4.52
27540.0,"""Jasper, IN""",11,52817,54734,3.07
27580.0,"""Jayuya, PR""",3,17309,16642,-4.93
27620.0,"""Jefferson City, MO""",31,140049,149807,6.83
27660.0,"""Jennings, LA""",7,31434,31594,-0.18
27700.0,"""Jesup, GA""",6,26571,30099,13.91
27740.0,"""Johnson City, TN""",44,181590,198716,8.36
27780.0,"""Johnstown, PA""",42,152564,143679,-6.92
27860.0,"""Jonesboro, AR""",24,107753,121026,11.31
27900.0,"""Joplin, MO""",34,157303,175518,10.43
27940.0,"""Juneau, AK""",6,30704,31275,2.28
27980.0,"""Kahului-Wailuku, HI""",38,128090,154834,20.88
28020.0,"""Kalamazoo-Portage, MI""",73,314835,326589,2.52
28060.0,"""Kalispell, MT""",19,74507,90928,20.13
28100.0,"""Kankakee-Bradley, IL""",29,103825,113449,10.33
28140.0,"""Kansas City, MO-KS""",535,1836575,2035334,37.21
28180.0,"""Kapaa, HI""",17,58444,67091,12.72
28260.0,"""Kearney, NE""",13,49122,52591,6.3
28300.0,"""Keene, NH""",16,73809,77117,4.3
28340.0,"""Kendallville, IN""",10,46468,47536,1.89
28380.0,"""Kennett, MO""",10,33184,31953,-3.89
28420.0,"""Kennewick-Pasco-Richland, WA""",50,191853,253340,294.53
28500.0,"""Kerrville, TX""",10,43646,49625,13.07
28540.0,"""Ketchikan, AK""",4,14074,13477,-4.41
28580.0,"""Key West, FL""",31,79602,73090,-10.57
28620.0,"""Kill Devil Hills, NC""",11,29959,33920,11.56
28660.0,"""Killeen-Temple-Fort Hood, TX""",89,330718,405300,196.9
28700.0,"""Kingsport-Bristol-Bristol, TN-VA""",75,298555,309544,3.84
28740.0,"""Kingston, NY""",47,177727,182493,1.98
28780.0,"""Kingsville, TX""",8,32024,32477,1.4
28820.0,"""Kinston, NC""",15,59643,59495,-3.06
28860.0,"""Kirksville, MO""",9,29142,30038,2.8
28900.0,"""Klamath Falls, OR""",20,63771,66380,3.99
28940.0,"""Knoxville, TN""",172,616118,698030,14.4
28980.0,"""Kodiak, AK""",5,13916,13592,-6.95
29020.0,"""Kokomo, IN""",24,101562,98688,-2.94
29060.0,"""Laconia, NH""",15,56266,60088,5.99
29100.0,"""La Crosse, WI-MN""",30,126881,133665,4.06
29140.0,"""Lafayette, IN""",47,178550,201789,12.62
29180.0,"""Lafayette, LA""",54,238774,273738,10.86
29220.0,"""La Follette, TN""",11,39835,40716,2.38
29260.0,"""La Grande, OR""",8,24522,25748,5.77
29300.0,"""LaGrange, GA""",14,58759,67044,15.81
29340.0,"""Lake Charles, LA""",47,193570,199607,-1.0
29380.0,"""Lake City, FL""",12,56413,67531,18.65
29420.0,"""Lake Havasu City-Kingman, AZ""",43,154975,200186,28.15
29460.0,"""Lakeland-Winter Haven, FL""",154,483887,602095,34.5
29500.0,"""Lamesa, TX""",4,14987,13833,-8.5
29540.0,"""Lancaster, PA""",98,470782,519445,10.34
29580.0,"""Lancaster, SC""",14,61397,76652,29.67
29620.0,"""Lansing-East Lansing, MI""",131,447844,464036,170.48
29660.0,"""Laramie, WY""",10,32031,36299,12.76
29700.0,"""Laredo, TX""",61,193124,250304,73.41
29740.0,"""Las Cruces, NM""",41,174886,209233,18.41
29780.0,"""Las Vegas, NM""",7,30089,29393,-2.19
29820.0,"""Las Vegas-Paradise, NV""",487,1375737,1951269,4137.4
29860.0,"""Laurel, MS""",18,83100,84823,-0.82
29900.0,"""Laurinburg, NC""",7,35948,36157,2.12
29940.0,"""Lawrence, KS""",22,99953,110826,12.93
29980.0,"""Lawrenceburg, TN""",11,39914,41869,4.76
30020.0,"""Lawton, OK""",32,114996,124098,6.06
30060.0,"""Lebanon, MO""",6,32532,35571,11.38
30100.0,"""Lebanon, NH-VT""",47,167457,174724,3.91
30140.0,"""Lebanon, PA""",31,120284,133568,9.3
30220.0,"""Levelland, TX""",7,22721,22935,-1.05
30260.0,"""Lewisburg, PA""",10,41583,44947,8.57
30280.0,"""Lewisburg, TN""",6,26759,30617,13.9
30300.0,"""Lewiston, ID-WA""",16,57971,60888,4.25
30340.0,"""Lewiston-Auburn, ME""",28,103812,107702,3.7
30380.0,"""Lewistown, PA""",12,46477,46682,-0.2
30420.0,"""Lexington, NE""",8,26513,26370,-2.19
30460.0,"""Lexington-Fayette, KY""",129,408395,472099,217.31
30500.0,"""Lexington Park, MD""",18,86196,105151,19.18
30580.0,"""Liberal, KS""",5,22522,22952,0.94
30620.0,"""Lima, OH""",33,108472,106331,-2.88
30660.0,"""Lincoln, IL""",8,31199,30305,-3.01
30700.0,"""Lincoln, NE""",78,266798,302157,50.43
30740.0,"""Lincolnton, NC""",18,63815,78265,27.8
30780.0,"""Little Rock-North Little Rock-Conway, AR""",164,610465,699757,16.48
30820.0,"""Lock Haven, PA""",9,37878,39238,3.66
30860.0,"""Logan, UT-ID""",28,102722,125442,37.58
30900.0,"""Logansport, IN""",11,40926,38966,-4.72
30940.0,"""London, KY""",13,52710,58849,13.11
30980.0,"""Longview, TX""",45,194044,214369,9.07
31020.0,"""Longview, WA""",24,92947,102410,8.75
31060.0,"""Los Alamos, NM""",4,18347,17950,-2.26
31100.0,"""Los Angeles-Long Beach-Santa Ana, CA""",2929,12365635,12828837,84.64
31140.0,"""Louisville/Jefferson County, KY-IN""",318,1164039,1283566,14.84
31180.0,"""Lubbock, TX""",71,249708,284890,38.94
31260.0,"""Lufkin, TX""",17,80123,86771,8.91
31300.0,"""Lumberton, NC""",31,123159,134168,9.26
31340.0,"""Lynchburg, VA""",60,228534,252634,10.8
31380.0,"""Macomb, IL""",10,32908,32612,-2.14
31420.0,"""Macon, GA""",60,222484,232293,2.67
31460.0,"""Madera-Chowchilla, CA""",23,123179,150865,22.71
31500.0,"""Madison, IN""",7,31712,32428,1.06
31540.0,"""Madison, WI""",125,501765,568593,28.39
31580.0,"""Madisonville, KY""",12,46519,46920,0.25
31620.0,"""Magnolia, AR""",5,25613,24552,-4.72
31660.0,"""Malone, NY""",14,51113,51599,1.1
31700.0,"""Manchester-Nashua, NH""",86,380854,400721,4.78
31740.0,"""Manhattan, KS""",26,109017,127081,15.34
31820.0,"""Manitowoc, WI""",20,82905,81442,-2.23
31860.0,"""Mankato-North Mankato, MN""",23,85707,96740,13.68
31900.0,"""Mansfield, OH""",30,128933,124475,-4.7
31920.0,"""Marble Falls, TX""",8,34179,42750,25.5
31940.0,"""Marinette, WI-MI""",21,68712,65778,-3.99
31980.0,"""Marion, IN""",16,73408,70061,-5.25
32020.0,"""Marion, OH""",18,66198,66501,-0.9
32060.0,"""Marion-Herrin, IL""",15,61301,66357,8.46
32100.0,"""Marquette, MI""",25,64639,67077,4.88
32140.0,"""Marshall, MN""",7,25437,25857,0.64
32180.0,"""Marshall, MO""",8,23764,23370,-1.98
32220.0,"""Marshall, TX""",14,62096,65631,5.25
32260.0,"""Marshalltown, IA""",10,39332,40648,3.01
32270.0,"""Marshfield-Wisconsin Rapids, WI""",17,75500,74749,-1.09
32280.0,"""Martin, TN""",11,34927,35021,0.17
32300.0,"""Martinsville, VA""",19,73356,67972,-7.54
32340.0,"""Maryville, MO""",5,21913,23370,3.51
32380.0,"""Mason City, IA""",14,54360,51749,-5.23
32420.0,"""Mayagüez, PR""",31,115058,106330,-8.83
32460.0,"""Mayfield, KY""",9,37026,37121,0.39
32500.0,"""Maysville, KY""",9,30902,31360,2.04
32540.0,"""McAlester, OK""",13,43944,45837,5.57
32580.0,"""McAllen-Edinburg-Mission, TX""",113,569101,774769,34.77
32620.0,"""McComb, MS""",11,52532,53535,2.4
32660.0,"""McMinnville, TN""",9,38283,39839,3.63
32700.0,"""McPherson, KS""",7,29560,29180,-1.65
32740.0,"""Meadville, PA""",23,90335,88765,-2.13
32780.0,"""Medford, OR""",41,181281,203206,10.35
32820.0,"""Memphis, TN-MS-AR""",312,1205260,1316100,12.17
32860.0,"""Menomonie, WI""",8,39850,43857,11.44
32900.0,"""Merced, CA""",49,211194,255793,22.71
32940.0,"""Meridian, MS""",25,106410,107449,0.25
32980.0,"""Merrill, WI""",10,29623,28743,-2.94
33020.0,"""Mexico, MO""",7,25857,25529,-0.24
33060.0,"""Miami, OK""",9,33162,31848,-2.12
33100.0,"""Miami-Fort Lauderdale-Pompano Beach, FL""",1219,5007951,5564635,423.1
33140.0,"""Michigan City-La Porte, IN""",29,110102,111467,-0.57
33180.0,"""Middlesborough, KY""",9,30049,28691,-4.19
33220.0,"""Midland, MI""",19,82797,83629,0.54
33260.0,"""Midland, TX""",27,116034,136872,12.24
33300.0,"""Milledgeville, GA""",11,54699,55149,4.47
33340.0,"""Milwaukee-Waukesha-West Allis, WI""",431,1500788,1555908,3.92
33380.0,"""Minden, LA""",11,41814,41207,-1.39
33420.0,"""Mineral Wells, TX""",9,27016,28111,3.3
33460.0,"""Minneapolis-St. Paul-Bloomington, MN-WI""",772,2969254,3279833,13.91
33500.0,"""Minot, ND""",16,67398,69540,3.55
33540.0,"""Missoula, MT""",20,95803,109299,11.98
33580.0,"""Mitchell, SD""",5,21887,22835,4.31
33620.0,"""Moberly, MO""",6,24663,25414,3.28
33660.0,"""Mobile, AL""",115,399889,412992,-1.01
33700.0,"""Modesto, CA""",94,446836,514453,16.06
33740.0,"""Monroe, LA""",46,170050,176441,6.16
33780.0,"""Monroe, MI""",39,145941,152021,4.74
33820.0,"""Monroe, WI""",8,33678,36842,8.49
